-1.284582519497461828e+00,-3.928514614576786301e-01
-1.237146540878241829e+00,3.149742893126709631e-01
-1.318223224851845288e+00,2.608562292946772776e-01
-1.027146079727015326e+00,-4.880556811840892073e-01
1.166286093917445754e-01,7.201737968516949140e-01
4.387108092197049558e-01,4.859138649572471436e-01
-8.471398369565434905e-01,2.326344918255429939e-01
-9.193183857144449078e-02,-9.518042877717274308e-01
-6.220282167715600607e-01,-7.038961728022838926e-01
-1.019987804209761428e+00,8.816295651913421683e-01
-2.015935166254125832e-01,-9.011744415561154797e-01
-8.638030755538093075e-01,8.283311363239143077e-01
6.329214197511707773e-01,-5.378185143703479998e-01
-9.146108581736602794e-01,5.966267362501246341e-01
-7.450440396324720105e-01,3.873596978520419953e-01
4.339212982741420532e-01,-1.009645346763875740e+00
5.724713124488527427e-01,-5.010454775348782697e-01
1.027635128972621548e+00,-4.264625712537412072e-01
-9.415640999680952028e-01,6.963540828650022219e-01
1.233907907825381400e+00,-1.736509697632781790e-01
5.291320668557988327e-01,-1.280529417155892746e+00
-9.345000222136152779e-01,2.439923383418924896e-01
1.078612772539379705e+00,6.531246018071484860e-01
-8.997975597635479161e-01,-2.432190499785664151e-01
1.037886958297790763e+00,2.122052307572287744e-01
3.139525490081300774e-01,-2.242875258418854101e-01
-1.462856544210344723e-01,3.762420449049135307e-01
-9.880800771858844200e-02,-1.932167104971658014e-02
-5.620482946613787334e-01,-7.516991456866283228e-01
7.432177913455970675e-01,1.135177990931410585e+00
-2.740416327724037870e-01,-8.556845551397228578e-01
6.052189095258508900e-01,1.968905667957961958e-01
2.378551727921149883e-01,1.014957620402208160e+00
-2.457582486613345552e-01,-6.060049191843051505e-03
2.924870328539563857e-01,1.256394408351374503e+00
4.832064917559790729e-01,1.150283964401106890e-01
2.544580622020049532e-01,4.885116010093298322e-01
-1.776662484043889378e-02,1.328646829798318052e+00
-4.615113774858410345e-01,-8.536869285420733977e-01
-3.434082506977063076e-01,7.313185831995543396e-01
-1.247164341327762216e+00,-3.226808919460722458e-01
8.047244228788317244e-01,-3.964007058924257643e-01
-1.365324135464978106e-01,3.767698452188013025e-01
-1.095281271133670575e+00,-7.726955241217049741e-02
-1.369189586781594858e+00,3.204333280430415876e-01
9.815968876039451452e-01,4.447825368665109247e-01
6.091356353291539349e-01,3.605809396151562485e-01
4.819897052486261657e-01,4.044673685447980338e-01
-1.408614697888833422e+00,-1.020472734437145451e-01
-1.218417723235904582e+00,-1.255113824781189935e-01
-7.364548460156421505e-01,-1.179422412468167890e-02
-1.048640729725593523e+00,6.197478135507513697e-01
2.916619537245823679e-02,-9.696352330198165781e-02
1.175125119738976931e+00,-4.765158820511064541e-01
-3.053274007780522048e-01,6.538270563631165544e-01
-8.573916100438321308e-01,-1.103400945595255783e-01
-5.337697553376474779e-01,3.972088146080083315e-01
6.970214582598956987e-01,-5.357944484966388199e-01
-4.328319794651624974e-01,4.040512163403408019e-01
-1.236570900385507876e+00,-4.163519435949711855e-01
1.166849364649421794e+00,1.213131249671633854e-01
8.528395603674137071e-01,6.982399307664810539e-01
5.174243814924897045e-01,8.157674132073331474e-01
-9.615391655425331585e-01,5.257596743965177177e-01
-1.040835899453594227e+00,-5.003693798621701161e-01
1.151493021377901993e+00,5.209162050141166178e-01
-1.729832774299113751e-01,5.547326400461003448e-01
3.391880167025469461e-01,5.785326734926142800e-01
1.162260316755138412e+00,3.153811188046599101e-01
3.453615576563153766e-01,-1.135450196251794885e+00
-8.502955626734864936e-02,2.973211992187312913e-01
-4.473375974253865905e-01,2.072352729646102787e-01
-1.372475914630351568e+00,-2.107573589180780360e-01
1.206006007927659773e+00,-5.330917340259352377e-01
-1.265005411567031501e+00,1.953210866933048906e-01
2.252951198374395503e-01,4.571056519259564244e-01
7.849695950582815662e-01,8.868900254952422069e-01
2.692055298405411357e-01,4.123587773487873975e-01
4.255689971297136331e-01,4.151488531250178970e-02
2.982117778656956375e-01,6.193950510198088788e-03
1.310515484262966712e+00,1.495116579777997223e-01
7.902620152718564661e-01,5.696008773575689244e-02
3.716414053608176893e-01,-7.514296512093232572e-01
5.747047743421478394e-01,1.203661932219826092e+00
3.396331503364646842e-01,1.234779552323006957e+00
7.022845232618077915e-01,-7.242196042605012485e-01
2.965761911446569421e-01,1.372012604643233713e+00
-9.395513787389742077e-02,3.016879780738066993e-02
1.216073335723359516e+00,-6.324108645449597610e-01
1.197186195839261558e+00,5.607489333715914848e-01
-5.818960913413122604e-01,-1.033631278583204027e+00
1.327218122577507486e+00,-3.667078669826158710e-01
5.513612259508011704e-01,-1.054868335461399687e+00
7.253877911900485920e-01,8.450336419909396102e-02
4.592033323888138341e-01,-1.122145227373159582e+00
-6.486259526361508598e-01,3.377196836102709376e-01
-5.037428152763099298e-01,-7.442854103931330068e-01
8.012098496992163810e-01,1.004118784720966051e+00
2.191697745905605288e-01,-8.082170822939026555e-01
8.153258138262944321e-01,4.573671993887863940e-01
2.349518253125530975e-01,-6.160650020139722960e-01
-1.437156258888050431e-02,8.340547281537428193e-01
-9.278034471092104774e-01,7.728050029919553143e-01
-8.703822754112526816e-01,3.867400744956233094e-01
-4.973461284928681891e-02,-4.120419595546706559e-01
-6.544350504663922763e-01,3.819025468098746767e-01
-1.205049264709719736e+00,1.642790888880621691e-01
-3.091585322499854627e-01,-6.027799252806181896e-01
3.125991970818615684e-01,-1.888526638052832329e-01
2.908765787911988809e-01,-8.487763563218028162e-01
-8.485699801707657919e-01,6.593350020813469881e-01
1.096120709621566380e+00,6.716034490124438427e-01
-1.127864056649402702e+00,7.350148688162400079e-01
2.157389463953505171e-01,1.060348512726175363e+00
-1.242207836701395784e+00,3.157786225544862990e-01
-2.109677468361037533e-01,3.610242327061277678e-02
1.319951644243976041e+00,-7.221386936393746347e-02
6.480595072154082814e-02,9.313606514869814390e-01
-8.699880686967604859e-01,8.650314973651404005e-01
1.087069070437274743e+00,-4.087225169112549544e-02
1.255691741885427426e+00,-4.052055479731416776e-01
-7.965489193537558243e-01,-7.325760142764830007e-01
-1.141654190595484231e+00,2.907102689085062086e-01
-1.255140101570423550e+00,-6.047765461394287723e-01
-1.208751248495869568e-01,1.098641234502727659e+00
8.837293179920466812e-01,3.940133845229486509e-01
-9.418839402068654998e-01,-9.769448184917750577e-01
-7.404533778263235888e-01,5.538539391167527359e-01
-1.788163678034258020e-01,-5.787644044876782967e-01
1.024933007640467686e+00,2.136804698126543722e-01
-1.205618381730602096e-01,2.786852159531379436e-01
-5.931515620280549683e-01,-1.266942846752618090e-01
-2.230197087731204952e-01,9.253725331715546565e-01
1.284290910617919224e+00,5.914247128327240061e-02
-1.599634003180527841e-01,-1.188636216995559991e+00
2.604496219699772297e-01,2.941787422604896785e-01
1.030303385338730671e+00,-6.645004493695387815e-01
9.102204812486318630e-01,-9.683086515973355901e-01
7.727531279238277762e-01,-1.407441728720823237e-01
-4.196370105837181619e-01,4.405220893072283594e-01
-4.198078263784088549e-02,1.008765317256575950e-01
1.153555861188082510e+00,-6.589362142299386438e-01
4.490375693536341473e-01,1.875390267323648608e-01
